Timestamp,Temperature (2m),Humidity (2m),PAR Radiation (2m),Temperature (-0.25m),Soil moisture (-0.25m),Temperature (-0.55m),Soil moisture (-0.55m),Station
2010-10-07 18:00:00,12.76,84.4,-0.07,12.34,17.56,11.99,11.71,4
2010-10-07 19:00:00,12.44,84.67,-2.55,12.39,17.56,12.01,11.71,4
2010-10-07 20:00:00,12.12,84.94,-2.44,12.43,17.55,12.03,11.7,4
2010-10-07 21:00:00,11.68,86.81,-2.33,12.44,17.55,12.05,11.69,4
2010-10-07 22:00:00,11.38,87.68,-2.22,12.44,17.53,12.06,11.69,4
2010-10-07 23:00:00,10.33,92.11,-1.78,12.44,17.53,12.08,11.68,4
2010-10-08 00:00:00,9.85,93.73,-1.47,12.42,17.52,12.09,11.68,4
2010-10-08 01:00:00,9.76,93.25,-1.46,12.4,17.51,12.1,11.67,4
2010-10-08 02:00:00,9.52,92.05,-1.4,12.37,17.51,12.11,11.66,4
2010-10-08 03:00:00,8.81,91.38,-1.2,12.34,17.5,12.12,11.66,4
2010-10-08 04:00:00,8.02,91.24,-0.86,12.3,17.5,12.12,11.65,4
2010-10-08 05:00:00,7.01,92.67,-0.7,12.26,17.49,12.12,11.63,4
2010-10-08 06:00:00,6.37,92.39,-0.2,12.21,17.48,12.12,11.64,4
2010-10-08 07:00:00,5.9,92.75,26.44,12.15,17.47,12.11,11.63,4
2010-10-08 08:00:00,6.43,90.39,130.82,12.09,17.46,12.11,11.62,4
2010-10-08 09:00:00,7.55,85.06,236.67,12.03,17.46,12.11,11.62,4
2010-10-08 10:00:00,8.87,80.62,315.98,11.98,17.45,12.11,11.62,4
2010-10-08 11:00:00,10.74,75.42,359.42,11.95,17.44,12.1,11.62,4
2010-10-08 12:00:00,12.08,72.86,406.63,11.93,17.43,12.09,11.61,4
2010-10-08 13:00:00,13.12,70.84,426.25,11.93,17.42,12.09,11.6,4
2010-10-08 14:00:00,13.51,69.98,362.34,11.96,17.41,12.08,11.6,4
2010-10-08 15:00:00,13.27,71.21,264.95,12.01,17.39,12.08,11.59,4
2010-10-08 16:00:00,12.84,73.01,168.05,12.06,17.38,12.07,11.58,4
2010-10-08 17:00:00,11.73,76.31,59.94,12.12,17.37,12.06,11.58,4
2010-10-08 18:00:00,10.06,79.46,2.6,12.18,17.36,12.05,11.57,4
2010-10-08 19:00:00,9.05,80.59,-0.8,12.21,17.35,12.05,11.56,4
2010-10-08 20:00:00,8.94,78.94,-0.81,12.22,17.35,12.05,11.55,4
2010-10-08 21:00:00,8.79,77.44,-0.77,12.2,17.33,12.06,11.54,4
2010-10-08 22:00:00,8.3,78.27,-0.64,12.17,17.32,12.07,11.54,4
2010-10-08 23:00:00,8.17,78.5,-0.54,12.12,17.31,12.07,11.54,4
2010-10-09 00:00:00,7.72,81.3,-0.4,12.07,17.3,12.07,11.53,4
2010-10-09 01:00:00,7.66,80.45,-0.32,12.03,17.3,12.07,11.53,4
2010-10-09 02:00:00,6.38,87.08,-0.08,11.97,17.28,12.07,11.52,4
2010-10-09 03:00:00,6.17,89.32,0.01,11.92,17.29,12.06,11.51,4
2010-10-09 04:00:00,6.22,88.71,-0.01,11.86,17.28,12.04,11.51,4
2010-10-09 05:00:00,6.17,89.79,0.04,11.8,17.27,12.03,11.5,4
2010-10-09 06:00:00,6.02,91.0,0.19,11.74,17.26,12.02,11.5,4
2010-10-09 07:00:00,5.62,91.79,23.6,11.69,17.26,12.0,11.49,4
2010-10-09 08:00:00,5.7,90.58,98.07,11.63,17.25,11.99,11.48,4
2010-10-09 09:00:00,7.13,84.74,215.19,11.58,17.25,11.97,11.47,4
2010-10-09 10:00:00,9.12,77.51,367.48,11.53,17.24,11.96,11.48,4
2010-10-09 11:00:00,9.8,74.34,390.52,11.49,17.24,11.95,11.48,4
2010-10-09 12:00:00,10.27,73.96,277.64,11.48,17.22,11.93,11.47,4
2010-10-09 13:00:00,11.22,72.05,386.59,11.49,17.2,11.91,11.46,4
2010-10-09 14:00:00,12.84,57.87,216.03,11.52,17.2,11.9,11.46,4
2010-10-09 15:00:00,12.98,55.44,118.42,11.55,17.19,11.89,11.45,4
2010-10-09 16:00:00,12.19,58.57,61.14,11.59,17.17,11.88,11.45,4
2010-10-09 17:00:00,9.97,72.59,32.97,11.61,17.16,11.86,11.44,4
2010-10-09 18:00:00,6.49,89.24,3.68,11.61,17.15,11.85,11.43,4
2010-10-09 19:00:00,4.77,96.75,0.45,11.6,17.14,11.83,11.41,4
2010-10-09 20:00:00,4.14,99.6,0.58,11.56,17.13,11.82,11.41,4
2010-10-09 21:00:00,4.73,95.81,0.57,11.5,17.13,11.81,11.41,4
2010-10-09 22:00:00,2.97,98.63,0.72,11.43,17.11,11.8,11.4,4
2010-10-09 23:00:00,1.63,100.41,0.8,11.34,17.1,11.78,11.39,4
2010-10-10 00:00:00,0.49,101.2,0.87,11.26,17.1,11.76,11.39,4
2010-10-10 01:00:00,-0.34,101.73,0.98,11.17,17.09,11.74,11.38,4
2010-10-10 02:00:00,-1.05,101.85,1.06,11.07,17.08,11.71,11.37,4
2010-10-10 03:00:00,-1.77,102.15,1.12,10.98,17.08,11.68,11.37,4
2010-10-10 04:00:00,-2.15,102.35,1.18,10.89,17.07,11.65,11.36,4
2010-10-10 05:00:00,-2.44,102.49,1.24,10.79,17.07,11.62,11.36,4
2010-10-10 06:00:00,-2.8,102.5,1.42,10.69,17.06,11.59,11.34,4
2010-10-10 07:00:00,-2.93,102.73,20.39,10.59,17.06,11.55,11.33,4
2010-10-10 08:00:00,-2.13,102.98,69.15,10.5,17.04,11.51,11.33,4
2010-10-10 09:00:00,-0.13,103.04,102.01,10.4,17.04,11.48,11.33,4
2010-10-10 10:00:00,4.3,103.41,130.29,10.3,17.04,11.44,11.33,4
2010-10-10 11:00:00,8.2,87.25,182.26,10.22,17.04,11.43,11.32,4
2010-10-10 12:00:00,11.29,65.87,206.97,10.15,17.03,11.4,11.33,4
2010-10-10 13:00:00,12.74,58.32,348.53,10.1,17.03,11.37,11.32,4
2010-10-10 14:00:00,13.16,55.73,202.18,10.08,17.02,11.33,11.32,4
2010-10-10 15:00:00,12.85,59.39,118.51,10.09,17.0,11.29,11.31,4
2010-10-10 16:00:00,11.38,68.03,56.88,10.12,17.0,11.25,11.31,4
2010-10-10 17:00:00,8.34,86.33,30.88,10.15,16.98,11.21,11.29,4
2010-10-10 18:00:00,5.4,96.52,3.39,10.17,16.98,11.17,11.29,4
2010-10-10 19:00:00,3.55,99.82,0.65,10.18,16.97,11.13,11.28,4
2010-10-10 20:00:00,2.0,100.77,0.81,10.17,16.96,11.1,11.27,4
2010-10-10 21:00:00,0.79,101.44,0.89,10.14,16.96,11.08,11.27,4
2010-10-10 22:00:00,0.17,101.89,0.91,10.09,16.95,11.05,11.25,4
2010-10-10 23:00:00,-0.71,102.04,0.98,10.05,16.94,11.02,11.24,4
2010-10-11 00:00:00,-1.15,102.23,0.96,9.99,16.94,11.0,11.24,4
2010-10-11 01:00:00,-1.8,102.41,1.09,9.93,16.93,10.97,11.23,4
2010-10-11 02:00:00,-2.13,102.58,1.12,9.86,16.93,10.95,11.23,4
2010-10-11 03:00:00,-2.34,102.61,1.15,9.78,16.92,10.92,11.21,4
2010-10-11 04:00:00,-2.74,102.65,1.21,9.71,16.92,10.88,11.22,4
2010-10-11 05:00:00,-2.25,103.01,1.14,9.64,16.91,10.85,11.21,4
2010-10-11 06:00:00,-0.9,102.89,0.97,9.57,16.9,10.82,11.2,4
2010-10-11 07:00:00,-0.24,102.83,10.81,9.5,16.9,10.79,11.2,4
2010-10-11 08:00:00,1.32,103.04,62.81,9.43,16.9,10.77,11.2,4
2010-10-11 09:00:00,3.52,102.88,133.79,9.37,16.9,10.75,11.19,4
2010-10-11 10:00:00,6.1,102.79,170.93,9.33,16.9,10.72,11.18,4
2010-10-11 11:00:00,7.02,102.34,130.96,9.3,16.89,10.69,11.19,4
2010-10-11 12:00:00,7.33,101.95,218.3,9.31,16.9,10.66,11.19,4
2010-10-11 13:00:00,8.37,97.37,260.04,9.34,16.9,10.64,11.18,4
2010-10-11 14:00:00,9.6,86.96,286.35,9.4,16.91,10.61,11.18,4
2010-10-11 15:00:00,9.99,84.3,198.39,9.47,16.9,10.59,11.17,4
2010-10-11 16:00:00,8.88,89.03,61.62,9.55,16.89,10.57,11.17,4
2010-10-11 17:00:00,7.22,94.91,32.89,9.63,16.89,10.56,11.16,4
2010-10-11 18:00:00,4.97,99.73,2.86,9.7,16.88,10.54,11.16,4
2010-10-11 19:00:00,4.12,101.14,0.39,9.74,16.88,10.53,11.14,4
2010-10-11 20:00:00,3.27,101.69,0.51,9.75,16.87,10.52,11.13,4
2010-10-11 21:00:00,2.3,102.02,0.66,9.74,16.86,10.52,11.13,4
2010-10-11 22:00:00,2.25,102.55,0.68,9.72,16.86,10.51,11.13,4
2010-10-11 23:00:00,2.44,102.51,0.62,9.68,16.85,10.51,11.12,4
2010-10-12 00:00:00,2.32,102.57,0.62,9.64,16.85,10.51,11.12,4
2010-10-12 01:00:00,2.24,102.78,0.59,9.6,16.85,10.5,11.11,4
2010-10-12 02:00:00,2.19,102.64,0.57,9.58,16.85,10.49,11.12,4
2010-10-12 03:00:00,0.84,102.38,0.73,9.54,16.84,10.48,11.1,4
2010-10-12 04:00:00,-0.89,102.63,0.93,9.5,16.83,10.46,11.1,4
2010-10-12 05:00:00,-1.55,103.2,0.94,9.46,16.83,10.44,11.1,4
2010-10-12 06:00:00,-1.54,103.09,0.98,9.42,16.82,10.42,11.09,4
2010-10-12 07:00:00,-1.72,103.22,20.98,9.37,16.82,10.4,11.08,4
2010-10-12 08:00:00,-0.91,103.43,99.27,9.33,16.82,10.39,11.09,4
2010-10-12 09:00:00,0.58,103.37,159.69,9.27,16.82,10.37,11.08,4
2010-10-12 10:00:00,3.19,103.59,134.23,9.23,16.81,10.36,11.08,4
2010-10-12 11:00:00,6.41,103.19,160.39,9.18,16.81,10.35,11.08,4
2010-10-12 12:00:00,9.47,88.51,362.37,9.15,16.82,10.34,11.08,4
2010-10-12 13:00:00,9.9,80.43,275.13,9.14,16.81,10.33,11.08,4
2010-10-12 14:00:00,9.45,82.15,238.47,9.16,16.81,10.3,11.08,4
2010-10-12 15:00:00,10.97,69.31,240.38,9.21,16.8,10.28,11.07,4
2010-10-12 16:00:00,10.23,73.08,92.01,9.26,16.78,10.26,11.07,4
2010-10-12 17:00:00,6.89,92.13,39.95,9.33,16.78,10.24,11.07,4
2010-10-12 18:00:00,4.26,98.55,2.14,9.39,16.78,10.22,11.06,4
2010-10-12 19:00:00,2.4,100.49,0.33,9.43,16.76,10.21,11.05,4
2010-10-12 20:00:00,1.04,101.4,0.46,9.44,16.76,10.2,11.03,4
2010-10-12 21:00:00,0.07,101.8,0.57,9.43,16.76,10.19,11.03,4
2010-10-12 22:00:00,-0.89,102.16,0.64,9.39,16.76,10.18,11.03,4
2010-10-12 23:00:00,-1.51,102.37,0.7,9.35,16.75,10.17,11.02,4
2010-10-13 00:00:00,-1.94,102.54,0.71,9.3,16.74,10.16,11.02,4
2010-10-13 01:00:00,-2.27,102.64,0.78,9.24,16.74,10.15,11.02,4
2010-10-13 02:00:00,-2.5,102.62,0.78,9.19,16.73,10.14,11.01,4
2010-10-13 03:00:00,-2.87,102.77,0.85,9.13,16.72,10.12,11.0,4
2010-10-13 04:00:00,-3.06,102.88,0.87,9.06,16.73,10.11,11.0,4
2010-10-13 05:00:00,-3.11,102.91,0.89,8.99,16.72,10.09,11.0,4
2010-10-13 06:00:00,-2.95,102.82,0.95,8.92,16.72,10.06,10.99,4
2010-10-13 07:00:00,-3.15,102.91,19.47,8.86,16.71,10.04,10.98,4
2010-10-13 08:00:00,-2.21,103.03,83.11,8.79,16.71,10.02,10.99,4
2010-10-13 09:00:00,-0.27,103.08,161.01,8.73,16.71,10.0,10.98,4
2010-10-13 10:00:00,2.1,103.19,120.15,8.67,16.7,9.98,10.98,4
2010-10-13 11:00:00,5.23,103.07,129.07,8.61,16.71,9.97,10.97,4
2010-10-13 12:00:00,9.28,87.72,305.37,8.57,16.69,9.95,10.97,4
2010-10-13 13:00:00,11.17,66.21,242.55,8.54,16.71,9.94,10.98,4
2010-10-13 14:00:00,11.38,68.43,258.91,8.54,16.7,9.92,10.98,4
2010-10-13 15:00:00,11.15,71.6,130.91,8.58,16.69,9.89,10.97,4
2010-10-13 16:00:00,9.73,80.95,68.48,8.62,16.68,9.86,10.97,4
2010-10-13 17:00:00,7.3,93.6,30.72,8.67,16.68,9.83,10.97,4
2010-10-13 18:00:00,5.03,98.75,1.77,8.72,16.67,9.81,10.95,4
2010-10-13 19:00:00,3.59,100.69,0.0,8.75,16.67,9.78,10.94,4
2010-10-13 20:00:00,1.96,101.32,0.14,8.77,16.66,9.77,10.94,4
2010-10-13 21:00:00,0.74,101.83,0.31,8.76,16.65,9.75,10.93,4
2010-10-13 22:00:00,0.06,102.2,0.4,8.73,16.66,9.74,10.93,4
2010-10-13 23:00:00,-0.77,102.27,0.48,8.7,16.65,9.73,10.92,4
2010-10-14 00:00:00,-1.24,102.62,0.56,8.66,16.65,9.72,10.92,4
2010-10-14 01:00:00,-1.77,102.62,0.56,8.63,16.64,9.7,10.92,4
2010-10-14 02:00:00,-2.07,102.81,0.63,8.58,16.64,9.69,10.91,4
2010-10-14 03:00:00,-2.49,102.83,0.67,8.54,16.64,9.67,10.91,4
2010-10-14 04:00:00,-2.48,103.04,0.71,8.48,16.63,9.65,10.9,4
2010-10-14 05:00:00,-2.47,103.08,0.72,8.43,16.62,9.64,10.9,4
2010-10-14 06:00:00,-2.57,102.91,0.76,8.38,16.61,9.62,10.89,4
2010-10-14 07:00:00,-2.89,102.89,13.17,8.33,16.61,9.59,10.88,4
2010-10-14 08:00:00,-2.09,103.16,61.65,8.27,16.6,9.57,10.88,4
2010-10-14 09:00:00,0.03,103.37,168.64,8.21,16.61,9.56,10.89,4
2010-10-14 10:00:00,4.24,103.22,251.8,8.16,16.61,9.55,10.88,4
2010-10-14 11:00:00,5.93,102.56,137.76,8.1,16.61,9.54,10.88,4
2010-10-14 12:00:00,7.3,100.32,249.98,8.07,16.61,9.52,10.88,4
2010-10-14 13:00:00,9.36,84.07,328.85,8.05,16.61,9.5,10.88,4
2010-10-14 14:00:00,9.8,83.89,166.42,8.08,16.61,9.48,10.88,4
2010-10-14 15:00:00,9.18,89.03,62.38,8.15,16.61,9.46,10.87,4
2010-10-14 16:00:00,8.87,92.11,54.89,8.23,16.59,9.43,10.87,4
2010-10-14 17:00:00,8.92,91.8,18.78,8.32,16.61,9.42,10.87,4
2010-10-14 18:00:00,8.58,94.3,-1.05,8.4,16.6,9.4,10.86,4
2010-10-14 19:00:00,8.35,96.5,-1.5,8.47,16.6,9.4,10.86,4
2010-10-14 20:00:00,8.45,96.8,-1.49,8.53,16.6,9.4,10.86,4
2010-10-14 21:00:00,8.58,96.85,-1.58,8.58,16.6,9.4,10.85,4
2010-10-14 22:00:00,8.45,98.07,-1.57,8.62,16.6,9.41,10.85,4
2010-10-14 23:00:00,8.51,97.73,-1.64,8.65,16.6,9.41,10.84,4
2010-10-15 00:00:00,8.65,97.63,-1.64,8.68,16.6,9.42,10.84,4
2010-10-15 01:00:00,8.39,98.38,-1.58,8.71,16.59,9.43,10.84,4
2010-10-15 02:00:00,8.53,99.45,-1.65,8.74,16.58,9.44,10.84,4
2010-10-15 03:00:00,8.43,99.75,-1.57,8.77,16.59,9.45,10.83,4
2010-10-15 04:00:00,8.57,98.74,-1.71,8.8,16.59,9.46,10.83,4
2010-10-15 05:00:00,8.37,98.78,-1.63,8.81,16.58,9.47,10.84,4
2010-10-15 06:00:00,7.94,99.54,-1.5,8.84,16.59,9.48,10.83,4
2010-10-15 07:00:00,7.89,100.48,6.47,8.86,16.59,9.48,10.82,4
2010-10-15 08:00:00,8.22,100.25,49.56,8.88,16.58,9.49,10.83,4
2010-10-15 09:00:00,8.96,97.07,146.86,8.9,16.59,9.5,10.82,4
2010-10-15 10:00:00,9.94,89.66,216.62,8.92,16.58,9.52,10.82,4
2010-10-15 11:00:00,10.66,82.46,254.62,8.95,16.58,9.53,10.83,4
2010-10-15 12:00:00,10.66,79.37,189.02,9.01,16.57,9.55,10.82,4
2010-10-15 13:00:00,11.11,75.81,286.8,9.06,16.57,9.56,10.82,4
2010-10-15 14:00:00,11.45,72.46,274.22,9.14,16.56,9.57,10.82,4
2010-10-15 15:00:00,10.93,76.95,119.72,9.21,16.56,9.58,10.82,4
2010-10-15 16:00:00,9.7,88.49,46.14,9.3,16.55,9.59,10.82,4
2010-10-15 17:00:00,9.06,93.17,16.98,9.37,16.55,9.61,10.81,4
2010-10-15 18:00:00,7.58,95.85,-1.02,9.44,16.54,9.62,10.81,4
2010-10-15 19:00:00,6.22,99.62,-1.04,9.48,16.54,9.64,10.8,4
2010-10-15 20:00:00,5.4,100.61,-0.76,9.5,16.54,9.66,10.8,4
2010-10-15 21:00:00,4.85,101.65,-0.61,9.51,16.53,9.68,10.79,4
2010-10-15 22:00:00,4.69,102.14,-0.57,9.5,16.53,9.69,10.79,4
2010-10-15 23:00:00,5.24,102.46,-0.74,9.48,16.52,9.71,10.79,4
2010-10-16 00:00:00,5.02,102.15,-0.69,9.45,16.52,9.73,10.79,4
2010-10-16 01:00:00,3.7,102.39,-0.47,9.41,16.52,9.74,10.78,4
2010-10-16 02:00:00,3.34,103.04,-0.39,9.37,16.51,9.75,10.78,4
2010-10-16 03:00:00,4.49,103.09,-0.65,9.32,16.51,9.75,10.77,4
2010-10-16 04:00:00,5.32,102.94,-0.85,9.28,16.51,9.76,10.78,4
2010-10-16 05:00:00,5.78,102.94,-0.99,9.24,16.5,9.76,10.78,4
2010-10-16 06:00:00,6.17,102.95,-1.08,9.22,16.5,9.76,10.78,4
2010-10-16 07:00:00,6.16,102.8,0.26,9.2,16.51,9.76,10.78,4
2010-10-16 08:00:00,5.42,102.77,15.02,9.18,16.5,9.75,10.77,4
2010-10-16 09:00:00,4.56,102.95,57.35,9.18,16.49,9.75,10.76,4
2010-10-16 10:00:00,4.52,102.98,68.44,9.18,16.5,9.74,10.76,4
2010-10-16 11:00:00,4.79,102.98,78.28,9.17,16.5,9.74,10.76,4
2010-10-16 12:00:00,5.09,102.83,80.73,9.17,16.52,9.73,10.75,4
2010-10-16 13:00:00,5.1,102.7,86.72,9.17,16.53,9.72,10.75,4
2010-10-16 14:00:00,5.09,102.61,56.67,9.17,16.58,9.72,10.75,4
2010-10-16 15:00:00,4.97,102.6,39.3,9.17,16.65,9.72,10.74,4
2010-10-16 16:00:00,4.81,102.55,21.92,9.18,16.74,9.72,10.74,4
2010-10-16 17:00:00,4.64,102.57,8.83,9.19,16.85,9.72,10.74,4
2010-10-16 18:00:00,4.58,102.63,-0.59,9.19,16.95,9.71,10.74,4
2010-10-16 19:00:00,4.57,102.51,-0.73,9.19,17.07,9.71,10.73,4
2010-10-16 20:00:00,4.49,102.38,-0.73,9.19,17.17,9.71,10.73,4
2010-10-16 21:00:00,4.47,102.29,-0.73,9.18,17.26,9.71,10.73,4
2010-10-16 22:00:00,4.47,102.09,-0.7,9.17,17.35,9.71,10.73,4
2010-10-16 23:00:00,4.49,101.74,-0.7,9.16,17.44,9.71,10.72,4
2010-10-17 00:00:00,4.42,101.2,-0.73,9.14,17.51,9.7,10.72,4
2010-10-17 01:00:00,4.31,100.98,-0.71,9.13,17.58,9.7,10.71,4
2010-10-17 02:00:00,4.24,100.32,-0.66,9.11,17.64,9.7,10.72,4
2010-10-17 03:00:00,4.19,99.51,-0.71,9.1,17.7,9.69,10.71,4
2010-10-17 04:00:00,4.07,99.32,-0.68,9.08,17.76,9.69,10.71,4
2010-10-17 05:00:00,3.97,99.42,-0.61,9.07,17.8,9.69,10.7,4
2010-10-17 06:00:00,3.82,99.42,-0.63,9.05,17.84,9.68,10.7,4
2010-10-17 07:00:00,3.67,99.79,5.29,9.03,17.89,9.67,10.7,4
2010-10-17 08:00:00,4.0,99.1,53.41,9.02,17.91,9.67,10.7,4
2010-10-17 09:00:00,4.98,94.11,163.34,9.0,17.94,9.66,10.7,4
2010-10-17 10:00:00,6.97,82.38,337.43,8.98,17.98,9.66,10.7,4
2010-10-17 11:00:00,8.13,77.17,353.71,8.98,18.0,9.66,10.71,4
2010-10-17 12:00:00,8.73,76.2,360.72,8.99,18.03,9.66,10.7,4
2010-10-17 13:00:00,9.3,70.94,430.76,9.03,18.05,9.65,10.71,4
2010-10-17 14:00:00,8.8,72.12,252.98,9.08,18.06,9.65,10.7,4
2010-10-17 15:00:00,7.83,75.11,141.4,9.14,18.06,9.64,10.7,4
2010-10-17 16:00:00,7.53,77.37,73.77,9.21,18.08,9.64,10.69,4
2010-10-17 17:00:00,6.53,84.75,28.14,9.29,18.09,9.64,10.7,4
2010-10-17 18:00:00,3.52,96.64,0.02,9.34,18.1,9.65,10.69,4
2010-10-17 19:00:00,1.72,100.07,-0.26,9.38,18.11,9.65,10.67,4
2010-10-17 20:00:00,0.53,101.2,-0.06,9.38,18.12,9.65,10.68,4
2010-10-17 21:00:00,-0.58,101.66,0.11,9.36,18.11,9.65,10.68,4
2010-10-17 22:00:00,-1.31,102.24,0.18,9.32,18.12,9.66,10.67,4
2010-10-17 23:00:00,-1.74,102.21,0.2,9.26,18.12,9.66,10.67,4
2010-10-18 00:00:00,-2.36,102.44,0.35,9.19,18.13,9.66,10.68,4
2010-10-18 01:00:00,-2.85,102.6,0.4,9.12,18.13,9.66,10.68,4
2010-10-18 02:00:00,-3.18,102.67,0.49,9.04,18.13,9.65,10.67,4
2010-10-18 03:00:00,-3.55,102.72,0.52,8.96,18.13,9.64,10.67,4
2010-10-18 04:00:00,-3.84,102.73,0.54,8.88,18.13,9.62,10.67,4
2010-10-18 05:00:00,-4.09,102.72,0.61,8.79,18.13,9.6,10.67,4
2010-10-18 06:00:00,-4.31,102.68,0.63,8.71,18.13,9.58,10.67,4
2010-10-18 07:00:00,-4.64,102.61,10.78,8.63,18.13,9.56,10.67,4
2010-10-18 08:00:00,-4.11,102.79,51.12,8.54,18.13,9.53,10.67,4
2010-10-18 09:00:00,-2.48,102.78,88.92,8.46,18.13,9.51,10.67,4
2010-10-18 10:00:00,-0.5,102.62,140.2,8.37,18.13,9.5,10.67,4
2010-10-18 11:00:00,1.9,102.86,188.88,8.29,18.13,9.48,10.67,4
2010-10-18 12:00:00,5.63,89.34,251.37,8.21,18.14,9.46,10.67,4
2010-10-18 13:00:00,7.63,70.13,218.75,8.15,18.14,9.44,10.68,4
2010-10-18 14:00:00,8.38,64.96,211.29,8.09,18.14,9.41,10.67,4
2010-10-18 15:00:00,7.67,69.64,133.55,8.06,18.13,9.37,10.67,4
2010-10-18 16:00:00,6.14,81.25,59.98,8.04,18.13,9.33,10.67,4
2010-10-18 17:00:00,3.68,94.65,21.9,8.03,18.12,9.29,10.66,4
2010-10-18 18:00:00,1.57,99.28,-0.03,8.03,18.12,9.26,10.66,4
2010-10-18 19:00:00,0.61,100.86,-0.21,8.02,18.11,9.22,10.66,4
2010-10-18 20:00:00,-0.5,101.44,-0.07,8.0,18.11,9.19,10.66,4
2010-10-18 21:00:00,-1.43,102.02,0.07,7.97,18.11,9.16,10.66,4
2010-10-18 22:00:00,-1.67,102.4,0.07,7.94,18.1,9.13,10.65,4
2010-10-18 23:00:00,-2.06,102.45,0.11,7.91,18.1,9.11,10.66,4
2010-10-19 00:00:00,-2.02,102.8,0.14,7.86,18.1,9.08,10.65,4
2010-10-19 01:00:00,-1.22,103.15,-0.03,7.82,18.1,9.06,10.65,4
2010-10-19 02:00:00,-0.63,102.98,-0.15,7.76,18.1,9.04,10.65,4
2010-10-19 03:00:00,-0.08,103.18,-0.28,7.72,18.09,9.02,10.65,4
2010-10-19 04:00:00,0.31,103.12,-0.33,7.67,18.09,8.99,10.65,4
2010-10-19 05:00:00,0.96,103.25,-0.43,7.62,18.09,8.96,10.65,4
2010-10-19 06:00:00,1.55,103.12,-0.64,7.58,18.09,8.94,10.65,4
2010-10-19 07:00:00,2.17,102.86,2.77,7.53,18.08,8.91,10.65,4
2010-10-19 08:00:00,2.74,102.65,21.93,7.5,18.08,8.89,10.65,4
2010-10-19 09:00:00,3.32,102.59,67.91,7.46,18.08,8.87,10.64,4
2010-10-19 10:00:00,4.17,102.54,183.54,7.43,18.07,8.85,10.64,4
2010-10-19 11:00:00,4.84,101.93,130.0,7.4,18.07,8.82,10.64,4
2010-10-19 12:00:00,5.3,101.72,153.86,7.4,18.09,8.8,10.64,4
2010-10-19 13:00:00,5.63,101.26,110.67,7.44,18.12,8.78,10.65,4
2010-10-19 14:00:00,5.92,101.35,73.44,7.47,18.14,8.75,10.65,4
2010-10-19 15:00:00,6.02,101.75,53.85,7.53,18.18,8.73,10.64,4
2010-10-19 16:00:00,6.02,101.99,30.39,7.58,18.2,8.71,10.65,4
2010-10-19 17:00:00,5.97,102.19,9.22,7.64,18.25,8.7,10.65,4
2010-10-19 18:00:00,5.93,102.42,-1.8,7.69,18.31,8.69,10.64,4
2010-10-19 19:00:00,5.93,102.56,-1.9,7.74,18.38,8.69,10.65,4
2010-10-19 20:00:00,5.64,102.68,-1.81,7.78,18.46,8.69,10.64,4
2010-10-19 21:00:00,5.46,102.7,-1.72,7.81,18.54,8.69,10.65,4
2010-10-19 22:00:00,4.85,103.08,-1.5,7.84,18.62,8.69,10.64,4
2010-10-19 23:00:00,5.33,103.07,-1.68,7.85,18.68,8.69,10.64,4
2010-10-20 00:00:00,5.28,103.08,-1.72,7.86,18.73,8.69,10.64,4
2010-10-20 01:00:00,5.1,103.12,-1.69,7.86,18.77,8.69,10.65,4
2010-10-20 02:00:00,5.15,103.24,-1.67,7.87,18.82,8.69,10.65,4
2010-10-20 03:00:00,5.27,103.27,-1.76,7.88,18.84,8.7,10.65,4
2010-10-20 04:00:00,5.44,103.28,-1.87,7.88,18.86,8.7,10.66,4
2010-10-20 05:00:00,5.59,103.31,-1.95,7.88,18.89,8.7,10.65,4
2010-10-20 06:00:00,5.74,103.33,-2.06,7.89,18.91,8.7,10.66,4
2010-10-20 07:00:00,5.86,103.36,2.36,7.9,18.93,8.7,10.65,4
2010-10-20 08:00:00,6.16,103.38,34.81,7.91,18.93,8.71,10.66,4
2010-10-20 09:00:00,6.48,103.3,56.68,7.91,18.95,8.71,10.66,4
2010-10-20 10:00:00,7.01,103.26,192.25,7.92,18.96,8.71,10.67,4
2010-10-20 11:00:00,7.74,102.67,311.5,7.95,18.97,8.72,10.67,4
2010-10-20 12:00:00,7.94,101.14,251.41,8.0,19.0,8.72,10.68,4
2010-10-20 13:00:00,8.42,88.42,309.6,8.06,19.03,8.73,10.67,4
2010-10-20 14:00:00,8.59,85.25,261.12,8.13,19.05,8.74,10.69,4
2010-10-20 15:00:00,8.98,79.59,247.74,8.21,19.07,8.75,10.68,4
2010-10-20 16:00:00,7.8,82.79,90.08,8.29,19.08,8.75,10.69,4
2010-10-20 17:00:00,5.72,93.29,22.59,8.37,19.1,8.76,10.69,4
2010-10-20 18:00:00,3.79,98.31,-1.07,8.44,19.1,8.77,10.68,4
2010-10-20 19:00:00,3.46,100.77,-1.13,8.49,19.11,8.78,10.69,4
2010-10-20 20:00:00,3.51,100.69,-1.11,8.51,19.12,8.8,10.68,4
2010-10-20 21:00:00,4.01,96.45,-1.28,8.5,19.12,8.82,10.69,4
2010-10-20 22:00:00,4.93,88.55,-1.69,8.46,19.12,8.84,10.69,4
2010-10-20 23:00:00,3.4,98.11,-1.44,8.42,19.13,8.85,10.7,4
2010-10-21 00:00:00,2.5,101.12,-1.19,8.39,19.13,8.86,10.7,4
